SD,Gas,Coal,Nuclear,Hydro,Net Pumped,Wind,OCGT,Oil,Biomass,French Int,Dutch Int,NI Int,Eire Int,Nemo Int,Net Supply
2020-02-03,"181,258","31,670","151,350","17,488","-4,735","268,896",15,0,"67,745","27,262","10,295","-3,509","8,149","12,595","768,478"
2020-02-04,"251,281","34,555","151,165","19,951","-3,721","238,730",306,0,"62,372","35,628","15,229","-4,152",40,"16,211","817,594"
2020-02-05,"427,869","47,524","150,769","18,844",681,"88,738",720,0,"68,747","47,450","14,242","-9,165","-1,892","12,428","866,953"
2020-02-06,"446,206","59,884","139,598","18,837","2,735","55,692",540,0,"59,397","47,346","16,124","1,628","2,820","16,468","867,273"
2020-02-07,"238,344","65,870","139,607","16,399","-1,198","221,078",73,0,"54,341","39,067","15,532","1,308","10,446","11,595","812,461"
2020-02-08,"141,517","25,942","139,570","13,883",-683,"271,974",0,0,"16,097","32,081","15,596","1,581","8,613","14,816","680,986"
2020-02-09,"150,250","35,515","139,417","15,584","-2,729","253,020","1,580",0,"24,832","34,355","15,804","1,164","11,380","18,627","698,799"
2020-02-10,"183,492","37,870","139,430","16,323","-3,196","303,931",121,0,"48,475","30,787","9,605",-321,"9,509","16,870","792,894"
2020-02-11,"176,427","38,143","138,905","16,272","-2,669","302,117",184,0,"45,692","43,077","18,903","1,804","11,961","16,615","807,429"
2020-02-12,"247,515","43,976","139,482","17,315","-3,318","259,983",288,0,"55,727","40,765","18,492","-4,831","-2,408","13,743","826,728"
2020-02-13,"342,882","38,908","135,472","17,792",347,"171,773",291,0,"54,923","45,100","17,132","-2,254",-689,"17,064","838,740"
2020-02-14,"278,601","54,642","134,591","15,917",-996,"224,183",40,0,"55,558","43,999",983,"-1,961","4,827","8,806","819,188"
2020-02-15,"126,006","42,272","133,873","15,639","-2,079","273,484",174,0,"50,118","35,792","13,204","1,685","11,689","14,748","716,602"
2020-02-16,"114,776","30,159","134,368","15,154","-4,129","280,018",1,0,"47,205","29,686","5,805",897,"11,149","14,913","680,001"
2020-02-17,"162,104","40,046","135,073","18,494","-2,403","294,810",12,0,"46,272","38,050","13,017",994,"7,777","16,138","770,383"
2020-02-18,"192,534","22,827","138,370","19,361","-3,372","293,382",380,0,"55,267","41,418","12,776",207,"4,981","17,698","795,827"
2020-02-19,"225,819","44,685","139,324","19,628","-2,467","271,036",14,0,"54,803","43,320","14,791","-1,651","1,205","17,480","827,986"
2020-02-20,"181,153","38,673","139,445","20,205","1,587","283,220",184,0,"59,233","36,614","15,610",342,"5,376","14,235","795,876"
2020-02-21,"160,936","35,757","134,229","18,815","2,236","297,018",6,0,"62,875","24,571","15,825","1,942","11,505","15,795","781,508"
2020-02-22,"137,441","14,126","127,462","19,473",-549,"291,390",117,0,"27,021","20,543","15,159","1,287","10,404","14,463","678,336"
2020-02-23,"204,059","21,617","127,423","21,665",-674,"213,226",317,0,"35,102","39,036","17,767","-3,469",689,"19,633","696,389"
2020-02-24,"267,947","28,445","127,436","21,647","-1,561","212,582",174,0,"61,052","45,907","18,801",567,"8,784","19,200","810,980"
2020-02-25,"295,117","27,848","126,005","21,279","-1,060","185,288",616,0,"71,068","45,264","22,550",62,"6,693","22,703","823,430"
2020-02-26,"288,412","24,531","126,815","17,386",-855,"219,183","1,237",0,"75,127","45,584","19,078","-3,760",-644,"21,357","833,448"
2020-02-27,"381,099","16,721","118,916","15,768",-338,"196,138",411,0,"57,629","42,377","8,885","-6,189","-4,724","10,745","837,435"
2020-02-28,"331,611","19,919","114,156","15,506","-2,462","232,236",15,0,"42,036","45,664","22,692","1,435","8,219","21,612","852,637"
2020-02-29,"147,782","14,850","115,209","14,744","-4,856","285,297",6,0,"38,134","37,255","12,568","1,526","10,199","17,742","690,455"
2020-03-01,"145,284","15,494","115,187","14,439","-9,727","284,528",94,0,"40,791","34,652","11,162","-1,507","7,751","19,377","677,523"
2020-03-02,"332,378","35,601","115,183","17,152","4,043","165,041",243,0,"65,703","41,871","13,146",47,"6,461","16,692","813,559"
2020-03-03,"381,711","41,405","114,883","17,544","-2,413","150,149","1,070",0,"68,882","33,409","16,091","-3,806","-1,950","17,144","834,117"
2020-03-04,"512,225","58,029","114,915","16,413",-830,"39,346","1,778",0,"58,416","46,995","21,066","-8,419","-6,544","21,751","875,140"
2020-03-05,"490,145","62,332","115,034","15,227","-7,524","93,558",342,0,"47,755","47,389","18,820","-8,137","-8,342","19,840","886,437"
2020-03-06,"426,141","65,764","115,012","14,056","1,990","60,693",28,0,"54,485","47,984","18,634",-228,"5,296","21,994","831,847"
2020-03-07,"208,135","25,531","115,009","13,988","1,834","228,447",23,0,"29,505","42,467","15,172","1,857","11,731","15,486","709,183"
2020-03-08,"165,022",0,"114,888","16,123","-7,260","265,653",9,0,"27,306","35,260","11,183",751,"10,149","13,480","652,562"
2020-03-09,"282,144","1,032","114,914","16,796","2,053","246,851",6,0,"50,487","39,726","6,449",382,"8,874","11,491","781,204"
2020-03-10,"212,543","7,472","114,696","17,392","-3,569","280,095",10,0,"50,511","38,997","11,924",100,"6,864","15,707","752,741"
2020-03-11,"227,156",0,"114,564","18,620",-953,"249,400",26,0,"39,803","42,162","19,809",-138,"6,214","20,868","737,530"
2020-03-12,"198,808",0,"115,538","18,675","-2,025","283,488",7,0,"35,822","41,574","16,320",-637,"8,593","19,534","735,696"
2020-03-13,"364,152","9,797","117,549","21,067",-146,"145,857",7,0,"55,960","44,160","22,796","-5,787","-3,857","22,118","793,671"
2020-03-14,"188,348",0,"106,590","18,993","1,497","242,834",6,0,"56,814","35,990","20,305",-108,"6,205","20,207","697,680"
2020-03-15,"208,370",0,"103,700","16,812","-4,313","235,403",153,0,"53,459","34,606","13,704","-2,748","-1,099","15,575","673,622"
2020-03-16,"330,683","8,312","108,402","14,315","-3,914","145,891",39,0,"71,880","39,894","17,962",-678,"5,730","14,019","752,533"
2020-03-17,"237,844","6,254","107,510","16,758",-967,"238,875",21,0,"65,989","43,531","17,028","-2,919",585,"17,270","747,778"
2020-03-18,"337,230","14,650","107,322","17,943","1,591","158,047",536,0,"69,912","44,483","22,322","-8,993",0,"22,283","787,324"
2020-03-19,"448,293","12,559","107,453","19,567",-354,"59,846",525,0,"72,179","47,509","23,758","-3,583",0,"23,687","811,437"
2020-03-20,"313,992","6,633","107,752","16,085","-4,039","150,811",17,0,"74,171","46,900","21,593",-985,0,"23,212","756,141"
2020-03-21,"163,360",0,"106,593","15,062","-1,885","255,996",5,0,"37,118","31,230","17,886","-4,576",0,"19,120","639,907"
2020-03-22,"209,153",0,"103,478","14,276",388,"194,220",2,0,"44,033","36,521","18,584","-2,607","1,141","19,511","638,698"
2020-03-23,"195,495","6,247","102,687","12,556","-2,250","233,349",7,0,"66,126","43,103","20,191",360,"5,367","21,070","704,307"
2020-03-24,"162,070","5,648","102,345","12,448","-3,481","226,057",18,0,"67,880","42,466","17,438","1,138","5,800","18,895","658,721"
2020-03-25,"287,719","18,597","103,918","15,157",-948,"92,106",64,0,"75,911","34,719","21,131","-4,776","-7,782","21,726","657,540"
2020-03-26,"324,010","26,452","106,990","16,573",-420,"48,467",12,0,"76,237","35,511","24,048","-10,875","-10,825","23,764","659,942"
2020-03-27,"225,779","24,014","105,941","15,816","1,376","108,546",40,0,"73,841","42,556","21,647","-4,837","-3,986","21,966","632,696"
2020-03-28,"149,390",0,"103,978","13,197","1,104","242,285",4,0,"34,682","17,356","8,914","-3,045","-1,764","15,605","581,704"
2020-03-29,"148,411","8,903","99,164","13,283","-6,295","217,082",3,0,"28,771","27,810","14,622","-3,438",-322,"17,406","565,398"
2020-03-30,"252,758","13,532","103,065","15,067",913,"147,979",34,0,"53,513","44,443","21,467","4,949","6,847","22,089","686,655"
2020-03-31,"327,218","9,984","103,115","13,439",813,"93,656",9,0,"69,299","45,023","21,064","-4,930","-1,311","21,964","699,341"
2020-04-01,"333,636","10,736","105,034","10,721","1,106","117,941",40,0,"31,969","46,319","23,411","-4,526",-530,"23,221","699,077"
2020-04-02,"177,002","22,181","106,995","11,968","-5,713","201,270",23,0,"29,266","37,151","17,516","1,125","8,109","17,391","624,282"
2020-04-03,"304,414","23,067","107,818","13,123","3,137","87,050",11,0,"29,535","44,473","21,079","-5,127","-2,862","21,979","647,696"
2020-04-04,"187,788","12,755","108,363","12,667",0,"133,123",37,0,"30,880","37,965","18,475",911,"10,067","18,728","571,757"
2020-04-05,"107,948","4,159","108,334","7,441","-10,687","262,934",3,0,"26,051","-10,088","-3,402","1,590","10,901","1,801","506,984"
2020-04-06,"164,991","2,146","107,895","10,413","-1,047","200,053",30,0,"47,348","6,092","8,666","-2,734","8,022","9,806","561,680"
2020-04-07,"243,066","8,422","107,765","13,230","-1,518","103,965",23,0,"60,550","20,251","19,907","-4,927","-1,194","20,356","589,894"
2020-04-08,"296,183","8,915","107,617","12,940","1,115","53,241",31,0,"60,941","22,444","21,359","-6,029","-7,752","21,984","592,986"
2020-04-09,"257,102","9,000","107,375","12,593",732,"66,407",18,0,"60,345","30,512","21,494","-7,110","-4,181","21,437","575,724"
2020-04-10,"231,144",0,"111,617","11,548","2,646","74,240",2,0,"46,104","36,762","18,752","-7,231","-6,180","18,707","538,110"
2020-04-11,"180,312",0,"121,701","9,705",778,"105,937",11,0,"33,226","34,976","16,792","-7,689","-5,659","18,630","508,719"
2020-04-12,"176,096",0,"124,882","11,686","-4,347","104,273",32,0,"33,480","30,451","14,781",232,"6,102","13,267","510,934"
2020-04-13,"148,064",0,"126,643","9,409","-7,390","161,292",7,0,"28,762","20,860","8,499","-3,675","2,050","9,221","503,741"
2020-04-14,"238,666",0,"128,890","10,388","1,755","61,605",34,0,"63,417","43,670","20,751","-6,827","-5,004","21,842","579,187"
2020-04-15,"209,257",0,"129,213","9,260","1,489","70,348",51,0,"75,558","42,075","20,311","-7,765","-5,340","21,057","565,513"
2020-04-16,"202,012",0,"133,708","9,806",-65,"69,119",62,0,"72,473","41,119","17,519","-1,106",-132,"19,417","563,932"
2020-04-17,"133,198",0,"134,464","9,270","-2,955","163,494",2,0,"70,325","35,463","5,375",671,450,"13,621","563,376"
2020-04-18,"217,943",0,"134,767","9,277","4,373","92,776",453,0,"44,809","39,132","9,776","3,501","1,687","17,189","575,682"
2020-04-19,"134,240",0,"135,747","7,941","-3,342","137,262",0,0,"42,161","29,426","14,425",-104,"-4,251","14,290","507,794"
2020-04-20,"120,320",0,"135,833","6,920","-7,212","229,314",0,0,"31,531","5,709","-4,040","-7,502","-8,799","12,650","514,724"
2020-04-21,"121,286",0,"136,004","6,232","-4,767","232,536",2,0,"27,700","3,183","-3,849","-9,702","-8,981","13,086","512,730"
2020-04-22,"158,019",0,"141,312","5,883","-1,219","167,264",0,0,"32,967","16,220","8,022","-5,889","-6,112","15,098","531,564"
2020-04-23,"229,132",0,"145,302","6,520","-1,149","50,239",864,0,"66,880","37,068","16,326","-6,804","-5,084","20,175","559,468"
2020-04-24,"237,340",0,"142,411","6,069","-3,405","23,170",9,0,"77,685","43,146","19,796","-8,157","-6,666","21,275","552,671"
2020-04-25,"204,549",0,"138,698","6,211",550,"28,324",26,0,"78,340","37,583","19,386","-2,591","-5,621","19,413","524,867"
2020-04-26,"185,731",0,"138,738","5,498",-174,"45,099",39,0,"77,389","32,748","17,121",-613,-456,"18,043","519,162"
2020-04-27,"255,742",0,"138,697","6,300",410,"35,606",9,0,"79,256","43,265","19,864","-8,021","-4,293","21,357","588,191"
2020-04-28,"288,643",0,"138,670","7,215","1,021","60,565",20,0,"79,590","44,812","18,073","-8,517","-4,478","22,439","648,053"
2020-04-29,"208,850",0,"138,840","7,816","-1,325","106,616",19,0,"75,584","41,913","14,832","1,118","4,942","21,087","620,291"
2020-04-30,"160,138",0,"132,177","6,931","-4,499","152,724",3,0,"58,319","40,478","14,911","-1,486",-961,"20,182","578,916"
2020-05-01,"181,707",0,"138,910","7,521","4,101","116,807",3,0,"53,875","38,836","17,021","2,805","2,384","19,705","583,675"
2020-05-02,"191,785",0,"138,869","7,929","-3,031","80,119",2,0,"57,092","30,307","18,531","-5,753","-1,816","19,046","533,079"
2020-05-03,"258,911",0,"138,879","8,107","2,712","12,728",383,0,"77,971","40,735","20,048","-5,833","-1,024","20,434","574,050"
2020-05-04,"191,960",0,"144,720","6,357","-2,664","63,100",21,0,"76,006","38,623","17,688","4,790","10,388","19,331","570,319"
2020-05-05,"136,007",0,"147,367","5,971","-4,415","120,559",4,0,"64,610","36,044","13,198","8,666","12,094","17,213","557,317"
2020-05-06,"198,393",0,"146,276","5,894",-369,"36,743",29,0,"76,073","39,851","19,991","5,797","11,309","19,697","559,683"
2020-05-07,"234,480",0,"137,306","5,699","2,677","28,841",14,0,"75,132","29,713","15,580","3,578","4,773","20,446","558,238"
2020-05-08,"243,056",0,"132,083","5,799","2,147","16,792",21,0,"46,137","39,977","19,025","-2,510","-1,560","20,243","521,209"
2020-05-09,"202,581",0,"127,885","7,137","-1,044","40,452",28,0,"41,195","35,803","19,126",-431,941,"19,382","493,053"
2020-05-10,"104,554",0,"125,085","5,063","-5,397","215,068",21,0,"38,803","4,029","-1,876","2,926","6,842","1,472","496,590"
2020-05-11,"151,888",0,"131,183","5,538","-4,005","214,942",27,0,"30,621","4,456","-1,312","2,973","1,891","10,019","548,221"
2020-05-12,"199,767",0,"131,506","5,551","-1,571","121,487",53,0,"62,041","40,085","16,805","-4,435","-1,568","19,260","588,980"
2020-05-13,"208,254",0,"136,181","5,866",56,"118,775",2,0,"55,978","37,198","12,163","-1,648",-44,"20,096","592,875"
2020-05-14,"204,606",0,"137,902","6,281",499,"105,252",28,0,"59,124","37,261","18,675","-3,577","-4,291","19,128","580,888"
2020-05-15,"182,755",0,"138,342","5,521",206,"97,864",7,0,"67,114","38,141","19,149","-2,789",-847,"19,939","565,400"
2020-05-16,"144,404",0,"138,593","5,840",-165,"101,204",9,0,"57,865","32,585","17,557","2,011","1,329","16,661","517,891"
2020-05-17,"136,608",0,"138,715","5,928","-2,110","113,613",0,0,"35,006","28,475","15,071","4,408","6,026","17,007","498,745"
2020-05-18,"149,935",0,"138,648","5,496","-2,627","149,325",32,0,"52,706","23,861","9,512",442,-615,"10,044","536,758"
2020-05-19,"187,152",0,"138,224","6,861","1,937","75,728",447,0,"71,511","39,943","15,651","3,383","1,979","19,768","562,582"
2020-05-20,"198,118",0,"137,840","6,999","1,003","59,436",5,0,"69,249","37,191","11,354","3,771","7,377","19,319","551,662"
2020-05-21,"202,829",0,"137,394","8,841",-824,"74,720",335,0,"60,461","36,081","13,637",-521,"3,467","16,394","552,813"
2020-05-22,"131,209",0,"137,296","3,589","-5,176","214,476",1,0,"24,167","-17,751","-14,850",41,"11,380","-13,884","470,497"
2020-05-23,"106,976",0,"137,144","6,909","-2,454","221,109",577,0,"19,473","-29,595","-7,342","-5,175","2,641","-3,391","446,870"
2020-05-24,"99,434",0,"135,039","12,647","-5,754","184,248",459,0,"26,389","12,788","-4,563","-2,353","-4,048","8,656","462,942"
2020-05-25,"161,790",0,"126,006","14,199",-974,"86,367",788,0,"51,232","12,299","7,056","1,994","8,153","13,225","482,133"
2020-05-26,"218,452",0,"124,897","12,893","1,761","52,153",190,0,"62,540","40,931","18,496","-4,368","-1,031","19,658","546,571"
2020-05-27,"261,878",0,"122,168","9,549",-285,"21,494",16,0,"63,678","41,521","19,877","-3,566","-2,250","20,827","554,906"
2020-05-28,"188,271",0,"119,142","8,592","-1,267","55,695",10,0,"77,122","38,953","18,746","7,498","5,206","19,492","537,459"
2020-05-29,"160,510",0,"118,473","6,721","-1,346","67,476",6,0,"75,523","33,538","16,177","7,902","12,090","18,221","515,289"
2020-05-30,"120,889",0,"110,967","5,954","-5,848","120,508",37,0,"57,453","21,429","9,026","7,421","6,433","10,687","464,955"
2020-05-31,"129,375",0,"108,340","5,101","-2,595","119,173",24,0,"45,752","20,139","13,484","4,213","3,918","15,232","462,155"
2020-06-01,"205,724",0,"112,415","6,184","3,996","69,582",26,0,"69,992","37,491","19,522","1,035",994,"18,864","545,823"
2020-06-02,"267,791",0,"113,187","6,506","1,812","28,225",4,0,"70,253","40,822","6,896","-1,390","1,079","19,695","554,879"
2020-06-03,"200,757",0,"113,151","6,078","-3,343","133,112",4,0,"76,067","30,387","3,042","4,499","9,274","9,187","582,215"
2020-06-04,"216,307",0,"113,348","6,934","3,460","111,697",340,0,"76,780","32,769","1,244","4,081","6,969","13,884","587,813"
2020-06-05,"118,120",0,"113,532","4,930","-6,652","192,706",421,0,"68,476","25,419","-2,538",534,"6,972","8,977","530,896"
2020-06-06,"118,704",0,"113,550","4,373","-5,736","221,649",379,0,"28,262","-1,982",32,"2,158","11,762","4,569","497,718"
2020-06-07,"141,904",0,"112,773","6,533","3,227","148,686",410,0,"58,779","22,214","9,795","3,482","7,658","12,167","527,626"
2020-06-08,"292,223",0,"104,472","7,321",-194,"75,514",2,0,"73,323","31,383","4,797","-2,348",-424,"8,421","594,488"
2020-06-09,"379,009",0,"101,683","6,773",-710,"15,546",5,0,"75,006","41,218","-9,305","-4,708","-1,192",481,"603,804"
2020-06-10,"343,739",0,"98,621","5,815",-809,"58,874",8,0,"75,864","36,395","-4,187","2,220","5,163","8,777","630,479"
2020-06-11,"125,444",0,"98,672","5,168","-2,783","210,161",13,0,"69,595","26,691","10,465","6,305","11,815","12,238","573,782"
2020-06-12,"187,712",0,"103,326","5,086","-2,046","189,469",2,0,"30,135","27,769","10,597","-1,021","9,856","12,329","573,211"
2020-06-13,"217,048",0,"108,599","6,270","1,211","64,968",362,0,"52,755","32,468","16,610","-2,756","2,492","17,796","517,821"
2020-06-14,"238,921",0,"112,491","6,449","-1,038","21,145",2,0,"58,352","38,630","18,313","5,966",505,"19,173","518,908"
2020-06-15,"342,808",0,"104,231","5,594","1,947","8,383",360,0,"57,952","42,840","6,971","-3,103",977,"15,272","584,232"
2020-06-16,"428,879",36,"114,792","5,325","-3,021","6,688",4,0,"60,665","2,859","-11,856","1,365","1,522","-5,567","601,690"
2020-06-17,"415,863","1,869","116,410","5,751","-2,677","12,140",8,0,"60,916","5,828","-2,658","-2,685","2,669","-5,190","608,241"
2020-06-18,"366,801","3,083","118,631","5,220",540,"47,378",4,0,"59,432","21,534","2,618","-2,074",78,"2,312","625,555"
2020-06-19,"244,606",0,"118,261","5,700",-527,"96,639",361,0,"58,596","32,825","6,330","3,223","4,121","9,711","579,844"
2020-06-20,"175,904",0,"117,176","6,400",-709,"89,629",0,0,"33,707","32,912","17,339","1,836","8,902","16,884","499,979"
2020-06-21,"113,590",0,"119,641","5,961","-12,964","195,618",5,0,"31,709","6,708",65,"2,571","9,537",-178,"472,262"
2020-06-22,"167,127",0,"122,850","4,537","-4,241","141,994",13,0,"33,797","31,783","6,760","3,113","10,648","12,220","530,600"
2020-06-23,"288,816",0,"116,337","7,695","4,427","94,672",43,0,"48,256","-10,354","2,299","-3,883","2,419","1,835","552,561"
2020-06-24,"338,406",0,"106,930","8,029",741,"95,093",0,0,"59,628","-21,623","-2,299","-2,959","-5,913",-81,"575,950"
2020-06-25,"305,313",0,"107,372","8,427",-583,"120,434",331,0,"69,717","-22,025","1,854","-5,315","-3,916",334,"581,942"
2020-06-26,"317,701",0,"107,576","9,575",405,"93,724",256,0,"74,473","-16,953","4,972",-941,620,"2,141","593,547"
2020-06-27,"127,402",0,"107,778","7,935","-1,337","179,144",77,0,"31,027","29,815","3,639","5,335","5,728","9,523","506,064"
2020-06-28,"120,246",0,"108,094","6,803","-8,215","213,165",375,0,"25,286","-24,700","-9,696","1,852","6,773","-5,563","434,418"
2020-06-29,"140,376",0,"108,767","10,130","-1,142","241,601",354,0,"29,293","-18,945","4,727",453,"9,396","4,608","529,616"
2020-06-30,"292,312",0,"111,355","13,366","3,681","123,312",17,0,"62,608","-22,737","11,026","-5,100","-5,778","14,526","598,586"
2020-07-01,"338,987",0,"119,153","13,521",174,"64,769",67,0,"76,543","-18,785","5,982",-104,467,"6,912","607,684"
2020-07-02,"387,297",0,"124,921","13,786","1,821","51,972",69,0,"73,772","-31,177","-6,067","1,060","2,428","-9,985","609,896"
2020-07-03,"186,487",0,"126,206","12,936",46,"173,681",12,0,"44,353","-7,266","6,239",-849,"8,361","7,326","557,531"
2020-07-04,"133,028",0,"126,524","15,065","-2,748","189,076",6,0,"32,852","15,288","10,569","-2,577",815,"13,160","531,057"
2020-07-05,"103,213",0,"126,764","8,112","-9,899","233,334",5,0,"26,788","-30,742","-7,468","1,131","7,239","1,231","459,707"
2020-07-06,"167,898",0,"124,049","9,307","-3,277","185,566",33,0,"40,108","6,210","2,365",149,"7,407","8,935","548,748"
2020-07-07,"338,837",0,"126,680","10,894",-509,"63,094",41,0,"68,511","-10,373","3,933","3,439","6,095","10,329","620,970"
2020-07-08,"423,899",0,"125,276","11,003","2,189","34,761",53,0,"74,889","-31,570",-630,"2,928",477,"-1,725","641,549"
2020-07-09,"361,008",0,"127,636","8,744","-1,085","111,332",195,0,"72,712","-31,441","-7,244","8,161",0,"-10,927","639,089"
2020-07-10,"286,744",0,"127,824","8,432",-341,"103,587",64,0,"72,728","-24,307","4,763","4,806",4,"1,075","585,379"
2020-07-11,"208,341",0,"127,787","9,232","-1,609","75,992",3,0,"32,854","36,933","11,000","1,633",-5,"14,514","516,675"
2020-07-12,"186,524",0,"127,775","7,866","-2,115","56,480",0,0,"46,286","34,088","15,404","5,746","5,207","17,272","500,533"
2020-07-13,"278,645",0,"127,869","8,518",-843,"121,689",21,0,"54,723","-19,983","4,275","5,779","5,727","4,417","590,836"
2020-07-14,"344,960",0,"126,723","8,933","1,130","70,623",26,0,"70,999","-18,038","-3,680","4,135","9,590","-3,310","612,090"
2020-07-15,"391,757",0,"122,774","8,804",-408,"65,859",41,0,"72,421","-26,084","-4,070","7,440","8,154","-17,305","629,382"
2020-07-16,"338,037",0,"121,446","8,061","3,230","94,710",101,0,"71,342","-11,773","-14,338","9,097","6,457","-16,128","610,241"
2020-07-17,"312,320",0,"121,484","9,487","-2,691","98,738",46,0,"71,101","-12,283","-7,284","6,947","8,740","-14,996","591,607"
2020-07-18,"178,837",0,"120,859","7,016",-747,"102,824",4,0,"63,912","31,332","11,567","4,440","4,027","13,819","537,889"
2020-07-19,"163,149",0,"122,190","7,575","-2,480","87,246",21,0,"69,458","36,630","15,066","-2,453",-509,"15,446","511,338"
2020-07-20,"307,295",0,"125,331","8,659","1,299","51,047",34,0,"76,684","2,788","6,875","-9,563","-9,204","10,922","572,165"
2020-07-21,"368,883",0,"127,322","7,654",-570,"24,342",384,0,"76,067","-22,652","14,706","-7,681","-6,152","12,729","595,029"
2020-07-22,"314,595",0,"127,352","7,172","-1,526","66,293",70,0,"76,169","-26,369","9,690","5,942","6,553","10,101","596,041"
2020-07-23,"329,024",0,"127,202","7,126","2,079","81,259",197,0,"70,727","-37,693","16,622","-3,196",-444,"5,707","598,608"
2020-07-24,"323,422",0,"124,320","9,045","3,637","55,788",68,0,"54,526","-11,844","14,119","1,250","5,563","14,719","594,612"
2020-07-25,"173,422",0,"122,055","10,278","-2,113","140,270",4,0,"29,805","33,491","13,538","-1,164","2,805","15,680","538,070"
2020-07-26,"143,434",0,"121,306","6,816","-7,029","152,377",1,0,"31,640","23,127","12,225","-1,942",214,"15,292","497,460"
2020-07-27,"203,031",0,"121,311","7,351","-3,750","185,215",2,0,"44,296","-8,126","10,002",414,"5,692","15,180","580,617"
2020-07-28,"179,399",0,"119,654","6,081","3,927","190,177","1,205",0,"34,538","-30,851","13,535",-742,"6,876","12,440","536,238"
2020-07-29,"269,471",0,"121,950","11,863","1,328","109,553","1,208",0,"42,285","-14,877","19,833","-2,572","1,587","16,079","577,707"
2020-07-30,"312,020",0,"126,898","11,580","-1,140","69,717","2,057",0,"55,132","-23,848","14,587","2,567","11,587","10,288","591,442"
2020-07-31,"217,571",0,"127,215","7,889","-5,726","177,516",136,0,"58,438","-25,431","16,088",-733,"7,045","2,039","582,046"
2020-08-01,"215,607",0,"127,050","8,829","-6,393","89,142",383,0,"45,109","21,632","17,216","2,684","3,433","20,054","544,744"
2020-08-02,"212,214",0,"126,966","8,192","-1,706","66,236",231,0,"44,522","26,406","13,839","3,188","1,375","14,278","515,739"
2020-08-03,"325,107",0,"127,040","9,328","4,445","46,304",218,0,"46,052","12,402","4,480","3,998","2,121","7,171","588,665"
2020-08-04,"233,879",0,"123,691","8,000","-1,151","168,556",402,0,"46,184","-17,207","7,378","3,683","11,048",905,"585,367"
2020-08-05,"194,716",0,"120,580","10,909",-25,"195,470",594,0,"53,221",-55,-13,"2,441","1,107","6,815","585,758"
2020-08-06,"324,064",0,"117,089","12,408","1,561","63,554","1,250",0,"61,027","25,581",-7,"1,263","8,193","10,779","626,760"
2020-08-07,"343,749",0,"119,995","8,457",-483,"69,744",379,0,"59,044","5,343","2,175","1,400","5,118","6,760","621,681"
2020-08-08,"233,785",0,"117,138","7,186",-716,"71,993",324,0,"46,321","41,434","17,413","-1,572","1,190","19,413","553,907"
2020-08-09,"181,748",0,"119,507","7,762","-3,369","111,064",575,0,"45,287","36,789","16,945",540,247,"17,948","535,042"
2020-08-10,"334,553",0,"121,082","7,326",876,"72,956",898,0,"56,133","22,004","14,662","-1,637","1,263","2,866","632,982"
2020-08-11,"403,217",0,"120,906","6,052",942,"40,929",865,0,"44,693","27,043","18,735","-1,953","-1,152","-3,615","656,660"
2020-08-12,"410,497","1,557","121,198","4,984","-5,582","23,453","1,393",0,"42,106","33,821","21,079",371,"2,234","6,590","663,701"
2020-08-13,"396,534",0,"121,362","4,904","-2,205","62,354",649,0,"44,287","21,614","12,253","-2,327",-312,"-2,674","656,438"
2020-08-14,"388,536",0,"118,608","4,517",-892,"48,547","1,196",0,"45,142","31,579","13,950","-6,636","-4,430","6,149","646,264"
2020-08-15,"312,609",0,"108,669","3,957",-575,"44,913",733,0,"47,110","43,482","18,980","-3,140","-5,020","20,224","591,941"
2020-08-16,"291,655",110,"102,924","3,547","-2,231","55,039",458,0,"48,327","42,906","21,451","-1,324","-2,177","21,071","581,755"
2020-08-17,"375,855","7,237","89,471","4,384",325,"38,027","1,155",0,"58,634","41,442","12,854","-2,933",-124,"16,542","642,868"
2020-08-18,"389,068",0,"83,101","3,256","-3,464","65,933",543,0,"62,222","29,767","3,561","-1,892","-1,060","4,139","635,173"
2020-08-19,"339,198",0,"84,109","4,078","1,163","112,220",637,0,"61,182","24,596","9,373","3,234","7,761","8,519","656,069"
2020-08-20,"184,557",0,"79,201","3,340","-2,801","220,512",140,0,"52,986","16,807","2,775","1,924","12,096",-771,"570,765"
2020-08-21,"132,612",0,"77,828","5,371","-4,018","262,934",323,0,"34,507","9,565","11,757",400,"11,102","11,257","553,637"
2020-08-22,"138,896",0,"64,757","6,568","-4,069","236,539",489,0,"36,487",-239,"7,492",-54,"4,786","8,322","499,972"
2020-08-23,"244,768",0,"63,955","5,217","-4,784","138,218",554,0,"42,332","14,884","14,667",951,"3,240","19,244","543,245"
2020-08-24,"365,566","8,035","79,057","5,130","1,651","60,705","3,160",0,"54,162","29,429","10,178","-3,609","-3,967","13,580","623,076"
2020-08-25,"214,769",0,"84,792","5,065","1,113","247,968",530,0,"29,526",64,"1,808",984,"11,961","3,313","601,891"
2020-08-26,"305,573","10,623","84,962","5,837","-2,724","151,881","3,133",0,"26,143","6,803","12,533","-4,952","-2,711","15,223","612,322"
2020-08-27,"404,885","36,945","85,157","4,766","-3,907","58,630","4,426",0,"28,587","16,327","17,913","-1,802",346,"18,776","671,048"
2020-08-28,"261,795",0,"87,921","5,082",-554,"179,588",17,0,"25,625","18,289","13,614","3,778",0,"13,491","608,644"
2020-08-29,"168,504",674,"87,867","5,401","3,043","204,828",221,0,"22,994","18,116","9,651","3,446",0,"11,114","535,857"
