SD,Gas,Coal,Nuclear,Hydro,Net Pumped,Wind,OCGT,Oil,Biomass,French Int,Dutch Int,NI Int,Eire Int,Nemo Int,Net Supply
2011-11-22,"354,883","476,370","132,244","14,065","-2,264","16,622",62,0,0,"-18,987","-11,390",0,0,0,"961,604"
2011-11-23,"337,720","458,240","132,328","14,675","-3,810","53,245",355,0,0,"-18,126","-14,138",0,0,0,"960,487"
2011-11-24,"305,767","451,115","139,220","15,103","-1,610","61,746",107,0,0,"-17,221","-12,409",0,0,0,"941,816"
2011-11-25,"272,100","446,312","144,973","14,205","-2,358","69,416",0,0,0,"-10,042","-6,792",0,0,0,"927,813"
2011-11-26,"217,602","385,190","145,878","16,824",-378,"73,320",0,0,0,"-3,296","5,389",0,0,0,"840,527"
2011-11-27,"230,771","321,610","142,122","17,971",147,"62,404",0,0,0,"16,200","16,837",0,0,0,"808,061"
2011-11-28,"294,819","451,487","157,174","18,321",715,"59,573",707,0,0,"-10,735","-12,552",0,0,0,"959,508"
2011-11-29,"268,493","458,677","153,991","19,568",-721,"66,605",0,0,0,"-11,858","-8,942",0,0,0,"945,812"
2011-11-30,"285,735","450,368","148,472","19,350","1,239","67,423",0,0,0,"-12,816","-6,542",0,0,0,"953,227"
2011-12-01,"312,548","435,415","148,821","18,396",-326,"35,913",1,0,0,"4,571","-4,239",0,0,0,"951,099"
2011-12-02,"306,407","455,473","154,539","17,964","-4,577","50,616",28,0,0,"-5,847","-1,612",0,0,0,"972,990"
2011-12-03,"225,426","342,141","153,354","17,068","-4,579","73,087",166,0,0,"32,422","12,695",0,0,0,"851,779"
2011-12-04,"230,531","342,514","156,914","16,541",-834,"53,466",37,0,0,"41,063","20,024",0,0,0,"860,255"
2011-12-05,"273,725","485,762","156,325","16,313","-4,303","49,861",10,0,0,"10,911","9,078",0,0,0,"997,680"
2011-12-06,"279,257","508,470","161,165","16,988",-696,"43,227",0,0,0,"9,105","2,929",0,0,0,"1,020,444"
2011-12-07,"254,227","488,089","163,273","16,016","-5,211","60,665",0,"2,867",0,"15,156","6,917",0,0,0,"1,001,998"
2011-12-08,"275,863","484,101","154,964","16,413",-924,"46,573","1,148",0,0,"22,652","9,771",0,0,0,"1,010,559"
2011-12-09,"244,130","514,233","154,314","16,365",482,"38,071",0,0,0,"19,685","15,647",0,0,0,"1,002,925"
2011-12-10,"217,536","478,679","158,712","16,217","-2,017","35,035",0,0,0,"20,262","15,991",0,0,0,"940,415"
2011-12-11,"210,498","439,266","169,502","16,074","-9,499","35,119",0,0,0,"25,612","17,735",0,0,0,"904,305"
2011-12-12,"269,818","478,809","174,223","15,466","-2,974","56,240",0,0,0,"10,542","7,555",0,0,0,"1,009,679"
2011-12-13,"259,670","461,793","174,274","15,604","-1,809","60,493",6,0,0,"25,092","17,969",0,0,0,"1,013,091"
2011-12-14,"282,326","465,163","171,383","15,962","-3,057","60,467",0,0,0,"33,609","15,004",0,0,0,"1,040,856"
2011-12-15,"284,837","502,474","168,651","17,165","-1,279","20,877",173,0,0,"27,837","20,360",0,0,0,"1,041,094"
2011-12-16,"281,824","505,934","169,300","15,791",-678,"21,070",551,0,0,"35,851","14,790",0,0,0,"1,044,432"
2011-12-17,"231,252","461,486","168,885","15,054","-5,668","33,147",0,0,0,"30,428","20,364",0,0,0,"954,946"
2011-12-18,"237,587","447,679","169,779","14,735","-4,254","27,915",0,0,0,"30,119","16,101",0,0,0,"939,660"
2011-12-19,"332,928","515,060","171,668","15,302","-4,372","37,977",0,0,0,"-19,562","7,719",0,0,0,"1,056,719"
2011-12-20,"295,255","493,441","175,426","15,152","-5,766","37,459",0,0,0,"3,339","7,962",0,0,0,"1,022,268"
2011-12-21,"266,586","470,814","175,947","15,793","-1,286","42,141",0,0,0,"21,389","7,626",0,0,0,"999,009"
2011-12-22,"228,206","427,285","176,632","16,966",-423,"61,283",0,0,0,"25,532","7,702",0,0,0,"943,181"
2011-12-23,"243,867","363,350","176,518","20,871","5,126","49,742",43,0,0,"37,703","11,433",0,0,0,"908,651"
2011-12-24,"245,048","276,435","176,297","20,663","-4,121","68,530",303,0,0,"41,936","21,939",0,0,0,"847,030"
2011-12-25,"173,593","247,982","176,325","20,107","-3,914","70,187",0,0,0,"41,968","23,154",0,0,0,"749,400"
2011-12-26,"190,231","220,752","176,219","20,022",-472,"67,732",0,0,0,"41,224","17,003",0,0,0,"732,711"
2011-12-27,"227,724","287,809","176,206","19,606","2,807","38,441",0,0,0,"30,745","11,421",0,0,0,"794,758"
2011-12-28,"185,772","350,125","174,839","20,075","-3,664","65,830",325,0,0,"28,725","16,003",0,0,0,"838,029"
2011-12-29,"191,290","361,658","168,886","19,967","-1,219","66,981",670,0,0,"40,044","19,645",0,0,0,"867,922"
2011-12-30,"245,476","350,879","169,020","18,885","2,585","35,711",229,0,0,"41,951","20,665",0,0,0,"885,399"
2011-12-31,"241,582","255,771","169,781","19,473","-2,156","55,700",182,0,0,"41,928","20,539",0,0,0,"802,799"
2012-01-01,"235,888","203,759","169,114","18,879","-2,495","63,327",0,0,0,"41,543","23,826",0,0,0,"753,840"
2012-01-02,"269,431","245,785","169,850","18,682","-5,198","66,347",0,0,0,"41,652","12,783",0,0,0,"819,331"
2012-01-03,"292,677","369,530","167,155","19,304","-2,480","51,815",0,0,0,"41,317","16,009",0,0,0,"955,325"
2012-01-04,"274,082","408,895","169,961","19,355",-918,"63,656",0,0,0,"38,611","18,722",0,0,0,"992,364"
2012-01-05,"261,362","397,042","181,042","19,860","-1,167","63,267",180,0,0,"41,506","19,685",0,0,0,"982,777"
2012-01-06,"273,671","398,304","186,458","20,130","-1,773","46,250",155,0,0,"39,178","20,322",0,0,0,"982,694"
2012-01-07,"219,267","296,045","189,165","19,782","-1,556","69,770",0,0,0,"47,639","22,487",0,0,0,"862,598"
2012-01-08,"223,265","314,239","187,844","19,201","-2,032","42,220",30,0,0,"47,884","21,683",0,0,0,"854,333"
2012-01-09,"274,397","409,985","190,974","19,256","-1,683","41,328",324,0,0,"17,370","10,826",0,0,0,"962,775"
2012-01-10,"257,615","428,201","192,169","20,194","-2,796","47,279",2,0,0,"23,828","9,718",0,0,0,"976,208"
2012-01-11,"245,554","432,854","182,080","19,449",572,"50,078",451,"4,188",0,"27,011","8,264",0,0,0,"970,500"
2012-01-12,"241,211","449,155","170,341","20,066",387,"51,710",502,0,0,"26,649","12,664",0,0,0,"972,683"
2012-01-13,"268,247","502,236","164,553","18,432","2,096","11,138",38,0,0,"23,052","9,878",0,0,0,"999,669"
2012-01-14,"250,056","445,140","156,545","16,677","-2,157","6,700",0,0,0,"40,077","16,961",0,0,0,"929,998"
2012-01-15,"255,973","400,278","160,270","16,523","-6,393","20,111",0,0,0,"42,480","19,207",0,0,0,"908,448"
2012-01-16,"344,894","503,883","162,731","16,224","-1,882","18,120",189,0,0,"-8,801","8,297",0,0,0,"1,043,653"
2012-01-17,"342,525","502,911","176,238","15,053","-9,681","28,200",25,0,0,"4,884","2,667",0,0,0,"1,062,819"
2012-01-18,"296,672","452,104","183,013","14,391","-2,122","54,766",32,0,0,"10,918","9,133",-474,0,0,"1,018,431"
2012-01-19,"258,966","436,933","185,440","13,577","2,472","59,171",3,0,0,"26,509","10,571","-3,341",0,0,"990,300"
2012-01-20,"246,344","445,238","186,298","14,111","1,292","50,584",160,0,0,"39,207","12,234","-2,916",0,0,"992,551"
2012-01-21,"174,488","353,546","187,334","15,541","-4,025","75,567",0,0,0,"47,844","22,385","-2,564",0,0,"870,115"
2012-01-22,"174,168","342,266","189,195","16,760","-1,280","63,749",0,0,0,"47,899","21,812","-2,635",0,0,"851,934"
2012-01-23,"235,672","465,891","194,743","15,726","-1,626","39,076",17,0,0,"29,279","13,525","-3,215",0,0,"989,087"
2012-01-24,"255,394","509,842","198,541","16,415","1,393","14,610",332,0,0,"28,091","6,612","-2,886",0,0,"1,028,343"
2012-01-25,"217,278","473,650","198,105","15,694","-7,504","54,624",386,"3,401",0,"22,239","5,987","-2,994",0,0,"980,865"
2012-01-26,"239,311","466,432","199,531","16,455","-1,566","29,177",20,0,0,"33,770","13,496","-2,822",0,0,"993,802"
2012-01-27,"261,331","468,009","197,920","17,261","1,320","26,041",0,0,0,"21,244","8,029","-2,697",0,0,"998,457"
2012-01-28,"219,650","422,700","201,200","15,721","-2,439","4,210",0,0,0,"40,601","18,658","-3,146",0,0,"917,154"
2012-01-29,"213,760","405,081","202,113","14,884","-5,030","17,716",0,0,0,"43,895","21,157","-3,270",0,0,"910,305"
2012-01-30,"294,647","500,179","202,868","14,388",-775,"22,859",0,0,0,"-3,029","13,099","-2,776",0,0,"1,041,459"
2012-01-31,"282,265","535,626","203,153","13,437","-5,430","28,487",0,0,0,-559,"13,311","-2,790",0,0,"1,067,499"
2012-02-01,"307,526","531,592","192,802","13,404","-5,788","30,757",0,0,"4,730","-14,617","12,732","-4,259",0,0,"1,068,878"
2012-02-02,"368,960","527,634","191,851","12,823",391,"16,659",294,0,"13,916","-32,030",-864,"-4,061",0,0,"1,095,571"
2012-02-03,"382,823","528,961","187,603","12,022","-3,366","15,848",280,"2,902",985,"-33,243","-4,089","-3,773",0,0,"1,086,951"
2012-02-04,"281,341","498,995","188,946","12,684","-2,524","46,667",143,0,"1,062","-33,582","16,795","-3,648",0,0,"1,006,878"
2012-02-05,"269,002","491,041","190,722","13,454","-7,503","18,281",159,0,"1,067","-34,306","21,367","-3,322",0,0,"959,961"
2012-02-06,"343,107","555,203","190,785","12,577","-3,336","3,676",0,0,"9,391","-40,094","-2,798","-3,446",0,0,"1,065,065"
2012-02-07,"341,155","569,363","190,417","12,438","-2,657","20,707",34,0,"11,720","-48,493","-10,463","-4,146",0,0,"1,080,073"
2012-02-08,"341,444","570,353","192,908","12,079","-3,837","48,179","1,624",0,"12,237","-48,537","-7,078","-3,961",0,0,"1,115,409"
2012-02-09,"343,659","590,132","199,766","10,808","-7,047","14,881",386,0,"12,139","-48,047","1,142","-3,975",0,0,"1,113,843"
2012-02-10,"321,294","574,257","202,822","10,899",767,"23,915",149,0,"10,486","-43,061","-9,790","-3,494",0,0,"1,088,243"
2012-02-11,"256,592","540,099","203,661","12,033",-529,"10,205","2,085",0,"1,071","-41,144","17,843","-4,176",0,0,"997,738"
2012-02-12,"237,719","534,246","204,961","10,096","-9,359","8,630",0,0,"1,062","-44,925","22,848","-3,972",0,0,"961,305"
2012-02-13,"288,737","537,502","207,951","9,422","-6,754","47,933",340,0,"9,098","-44,477","-7,633","-3,405",0,0,"1,038,712"
2012-02-14,"285,913","501,464","208,773","9,104","-3,718","61,468",0,0,"14,908","-44,802","-5,854","-3,347",0,0,"1,023,907"
2012-02-15,"284,905","448,942","208,912","10,266","2,372","61,015",101,0,"10,715","-43,063","15,551","-3,699",0,0,"996,015"
2012-02-16,"285,610","468,968","208,780","10,828","-3,389","48,292",171,0,"14,170","-44,918","4,199","-4,373",0,0,"988,337"
2012-02-17,"247,874","464,997","208,926","10,860","-3,662","50,182",598,0,"15,152","-44,629","14,222","-4,410",0,0,"960,110"
2012-02-18,"211,268","356,465","208,749","13,242","1,599","73,767",320,0,"9,646","-26,850","14,364","-3,643",0,0,"858,925"
2012-02-19,"212,060","392,057","208,374","14,219","-3,590","30,695",277,0,"10,693","-5,073","21,986","-5,754",0,0,"875,942"
2012-02-20,"274,421","456,157","208,051","15,954","-3,834","65,944",0,0,"15,689","-41,541","17,165","-5,331",0,0,"1,002,673"
2012-02-21,"233,987","479,894","207,928","17,176","-2,035","63,364",0,0,"14,003","-46,870","16,743","-5,576",0,0,"978,613"
2012-02-22,"236,179","453,771","205,665","18,597","1,200","73,714",63,0,"14,543","-38,853","13,177","-5,769",0,0,"972,285"
2012-02-23,"229,147","453,911","190,134","17,823",244,"64,669",34,0,"14,985","-37,640","11,308","-7,193",0,0,"937,422"
2012-02-24,"240,633","418,905","186,611","16,906","-3,414","60,188",191,0,"14,763","-22,929","12,314","-7,561",0,0,"916,606"
2012-02-25,"165,735","383,644","188,500","16,462",-275,"37,498",519,0,"5,940","33,311","18,874","-7,551",0,0,"842,656"
2012-02-26,"153,816","379,147","199,156","15,454","-4,079","25,983",0,0,"6,082","42,674","19,673","-7,772",0,0,"830,132"
2012-02-27,"224,776","441,803","205,768","16,016","-1,246","55,515",626,0,"5,685","-9,065","14,187","-7,166",0,0,"946,897"
2012-02-28,"216,843","463,653","208,977","15,755","-2,413","32,278",0,0,"2,675","-1,151","17,478","-7,726",0,0,"946,368"
2012-02-29,"193,918","470,618","206,461","15,727","-2,321","26,062",0,0,"1,051","23,376","12,712","-7,672",0,0,"939,930"
2012-03-01,"211,147","474,474","199,180","13,314","-3,882","20,327",16,0,"1,049","15,124","13,713","-8,994",0,0,"935,465"
2012-03-02,"208,218","491,452","183,035","13,073","-2,068","20,120",0,0,"1,055","17,654","13,447","-9,599",0,0,"936,386"
2012-03-03,"182,075","398,580","160,122","13,289","-1,097","45,898",0,0,"1,058","23,537","20,895","-9,594",0,0,"834,762"
2012-03-04,"218,287","393,055","159,113","12,798","-4,767","28,754",0,0,"1,053","23,572","23,856","-8,943",0,0,"846,776"
2012-03-05,"272,939","473,656","158,740","13,174","-3,883","30,150",368,0,"1,053","12,774","16,056","-8,174",0,0,"966,852"
2012-03-06,"310,087","449,939","158,537","12,446","-2,906","44,273",0,0,"1,053","1,142","17,454","-9,529",0,0,"982,496"
2012-03-07,"248,993","458,507","163,088","13,358","-3,796","70,185",0,0,817,"5,510","16,294","-9,288",0,0,"963,666"
2012-03-08,"229,151","493,173","161,520","11,450","-4,121","59,465",21,0,"1,054","8,206","16,194","-9,031",0,0,"967,079"
2012-03-09,"214,969","486,859","152,231","11,690","-3,554","68,890",0,0,"1,052","4,004","12,153","-8,527",0,0,"939,765"
2012-03-10,"174,885","426,467","140,732","10,636","-1,334","49,466",32,0,"1,053","23,067","21,670","-9,375",0,0,"837,296"
2012-03-11,"175,727","409,003","143,749","10,068","-4,358","28,358",0,0,"1,051","24,016","23,583","-9,365",0,0,"801,830"
2012-03-12,"242,364","495,159","144,968","12,079",-295,"10,948",0,0,"1,056","16,316","16,653","-9,692",0,0,"929,555"
2012-03-13,"269,047","492,663","150,501","12,061",2,"3,368",99,0,"1,056","17,292","16,172","-10,151",0,0,"952,108"
2012-03-14,"249,422","497,558","156,573","11,405","-3,004","10,342",143,0,"1,032","19,474","17,358","-10,007",0,0,"950,294"
2012-03-15,"246,128","490,315","154,214","11,184","-4,053","18,820",0,0,"1,049","21,486","19,715","-9,702",0,0,"949,155"
2012-03-16,"224,608","472,256","148,953","9,745","-5,339","40,469",0,0,"1,056","22,072","18,721","-9,496",0,0,"923,045"
2012-03-17,"195,399","435,879","145,484","8,885",-990,"14,493",296,0,"1,062","23,876","22,371","-9,473",0,0,"837,281"
2012-03-18,"173,359","436,360","143,538","9,621","-2,578","15,522",0,0,"1,059","23,490","22,760","-9,314",0,0,"813,815"
2012-03-19,"239,531","475,671","135,209","9,122","-3,122","45,074",0,0,979,"18,514","14,703","-9,316",0,0,"926,363"
2012-03-20,"244,200","458,152","138,783","9,939","-4,260","48,270",0,0,"1,056","12,811","18,641","-9,260",0,0,"918,331"
2012-03-21,"280,903","447,813","135,774","9,388","-2,948","19,838",499,0,"1,058","19,141","17,028","-9,567",0,0,"918,925"
2012-03-22,"276,273","439,305","138,769","8,913","1,440","17,233",292,0,"1,054","20,615","12,077","-9,510",0,0,"906,460"
2012-03-23,"242,796","457,745","146,220","8,705","-6,111","15,248",0,0,"1,055","22,132","10,926","-9,628",0,0,"889,087"
2012-03-24,"221,356","361,999","153,620","9,128","-2,924","7,638",134,0,"1,061","23,831","22,730","-9,239",0,0,"789,332"
2012-03-25,"198,453","332,784","148,294","7,674","-5,072","9,238",0,0,986,"22,871","22,225","-8,972",0,0,"728,480"
2012-03-26,"257,750","413,893","154,675","7,458","-3,490","4,923",0,0,"1,054","22,305","16,684","-8,872",0,0,"866,379"
2012-03-27,"257,498","410,989","147,668","7,753","3,075","4,843",15,0,"1,058","23,004","20,544","-9,052",0,0,"867,394"
2012-03-28,"248,070","408,928","143,209","7,457","-3,154","17,417",0,0,"1,054","23,498","22,018","-8,873",0,0,"859,623"
2012-03-29,"205,654","419,449","141,660","6,827","-5,350","34,422",0,0,"1,038","23,607","19,252","-9,876",0,0,"836,682"
2012-03-30,"199,119","423,999","142,157","6,930","-3,979","35,764",30,0,"1,050","23,637","18,586","-9,556",0,0,"837,736"
2012-03-31,"198,369","368,214","142,487","5,983","1,064","15,053",0,0,"1,058","23,952","23,854","-9,131",0,0,"770,903"
2012-04-01,"166,731","376,460","149,874","5,026","-6,712","14,941",60,0,"1,061","23,952","23,854","-8,822",0,0,"746,424"
2012-04-02,"239,497","443,410","153,341","5,074","-3,950","8,552",27,0,"1,056","21,464","17,049","-8,633",0,0,"876,885"
2012-04-03,"217,309","430,860","162,772","5,394","-4,382","49,901",0,0,"1,051","21,127","19,874","-8,329",0,0,"895,575"
2012-04-04,"225,497","428,785","171,818","6,390","-1,316","46,421",67,0,"1,047","23,036","20,147","-6,950",0,0,"914,939"
2012-04-05,"224,540","446,239","179,497","4,915","-1,338","16,941",178,0,"1,056","19,139","19,260","-7,376",0,0,"903,050"
2012-04-06,"155,269","425,741","181,163","5,765","-4,381","21,104",0,0,"1,058","20,904","18,810","-7,564",0,0,"817,868"
2012-04-07,"166,625","375,048","181,138","5,378","-1,887","11,412",0,0,"1,022","23,377","22,734","-6,529",0,0,"778,316"
2012-04-08,"150,255","321,885","182,839","4,712","-3,090","40,539",0,0,"1,055","23,818","23,772","-7,420",0,0,"738,364"
2012-04-09,"166,881","342,399","186,903","5,428","-3,153","28,710",0,0,"1,054","23,948","23,786","-7,568",0,0,"768,386"
2012-04-10,"218,039","376,299","190,596","5,283","-2,502","34,267",0,0,"1,056","11,022","12,582","-8,325",0,0,"838,316"
2012-04-11,"250,233","408,125","191,924","5,438",-822,"8,433",0,0,"1,056","11,105","9,410","-8,322",0,0,"876,578"
2012-04-12,"244,702","402,771","202,643","4,230",137,"6,542",0,0,"1,056","12,802","11,993","-8,696",0,0,"878,179"
2012-04-13,"237,173","399,683","203,244","5,418","-1,644","8,041",0,0,610,"11,394","11,778","-8,788",0,0,"866,907"
2012-04-14,"171,951","350,548","203,984","5,132","-4,185","19,147",0,0,0,"23,449","21,586","-7,501",0,0,"784,110"
2012-04-15,"152,003","347,438","202,995","5,154","-4,076","20,657",270,0,0,"23,949","23,854","-7,626",0,0,"764,617"
2012-04-16,"257,690","395,368","206,183","4,851","-2,108","19,428",0,0,0,"6,933","10,792","-8,775",0,0,"890,360"
2012-04-17,"253,022","369,021","208,932","4,462","-1,895","47,899",0,0,0,"-3,370","13,086","-7,011",0,0,"884,145"
2012-04-18,"251,844","393,367","210,136","5,435","-2,028","28,320",0,0,0,"13,300","18,465","-7,503",0,0,"911,335"
2012-04-19,"255,870","400,743","207,397","6,025",743,"18,861",5,0,576,"12,423","15,682","-7,909",0,0,"910,414"
2012-04-20,"236,700","402,774","196,149","4,763","-3,266","7,091",0,0,"1,025","10,086","11,227","-7,879",0,0,"858,669"
2012-04-21,"184,467","357,326","201,784","5,549","-2,716","9,222",0,0,"1,057","23,257","22,889","-7,782",0,0,"795,052"
2012-04-22,"175,789","341,798","203,780","5,462","-4,707","9,215",0,0,"1,059","23,948","23,112","-7,838",0,0,"771,617"
2012-04-23,"237,780","403,839","207,319","4,638","-2,402","14,115",0,0,"1,056","17,505","18,156","-8,207",0,0,"893,799"
2012-04-24,"239,765","428,767","208,908","4,449","-2,909","9,208",0,0,"1,061","11,054","12,465","-8,113",0,0,"904,653"
2012-04-25,"210,303","403,905","207,167","4,582","-1,214","56,065",0,0,"1,055","22,648","19,663","-8,820",0,0,"915,353"
2012-04-26,"196,461","391,708","199,386","5,559","-2,332","65,179",0,0,"1,057","21,967","19,554","-7,593",0,0,"890,945"
2012-04-27,"218,152","400,995","199,314","4,864","-1,779","24,993",45,0,"1,060","18,939","19,934","-8,309",0,0,"878,207"
2012-04-28,"208,344","312,653","199,375","4,311",299,"32,375",0,0,"1,061","23,687","22,445","-7,969",0,0,"796,580"
2012-04-29,"219,681","286,015","199,433","4,859","-2,615","52,771",0,0,"1,058","23,803","22,989","-7,818",0,0,"800,173"
2012-04-30,"225,672","359,508","199,296","3,984","-5,528","47,993",0,0,"1,057","23,655","21,958","-8,964",0,0,"868,630"
2012-05-01,"232,309","377,878","199,209","3,915","-1,734","39,137",0,0,"1,056","23,904","20,137","-8,140",0,0,"887,668"
2012-05-02,"240,422","399,678","199,141","3,681",-8,"13,918",0,0,"1,055","20,654","18,136","-8,874",0,0,"887,802"
2012-05-03,"269,592","397,022","191,835","3,668",802,"11,935",0,0,"1,053","19,297","19,506","-8,977",0,0,"905,731"
2012-05-04,"266,243","367,885","192,005","3,676",-780,"26,624",1,0,"1,053","21,226","20,014","-8,856",0,0,"889,090"
2012-05-05,"212,391","321,370","188,159","3,305","-4,207","17,805",0,0,"1,042","23,457","22,988","-8,078",0,0,"778,230"
2012-05-06,"198,684","326,764","191,758","3,707","-4,489","6,214",0,0,"1,062","23,906","23,862","-9,244",0,0,"762,222"
2012-05-07,"192,648","344,193","191,779","4,001","-3,883","24,455",0,0,"1,059","20,882","19,169","-8,958",0,0,"785,344"
2012-05-08,"276,931","348,599","196,411","4,268","-1,137","14,687",0,0,"1,059","23,904","4,418","-9,078",0,0,"860,060"
2012-05-09,"318,092","339,309","194,164","3,661","-1,343","12,516",0,0,"1,052","21,693",4,"-9,186",0,0,"879,961"
2012-05-10,"270,155","321,874","193,475","4,528","-3,342","53,198",0,0,"1,053","23,908",89,"-8,901",0,0,"856,037"
2012-05-11,"259,614","317,716","193,600","4,724","-4,605","41,766",2,0,"1,057","23,672",474,"-8,564",0,0,"829,455"
